name,source,expected_attack_class,disclosure_date,notes
pip-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyGensim,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiUvicorn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
django-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simpleDjango,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartHttpx,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtuualenv,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pip-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
guenicorn,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
plusOpencv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ruff_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastSetuptools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
aiWandb,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
jdango,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
autoOpenai,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ruff-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyPip,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
autoMatplotlib,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernAsyncio,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sicipy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastOpencv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
catboost2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
isort-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
catboost_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraPytest,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydiantic,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
proRedis,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboot,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zTensorflow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transforers,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
httpx_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastFlask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
soqlalchemy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
opoencv,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraHttpx,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
typer2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
torch-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
iort,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ray-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicoirn,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraTox,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
autoMypy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zAnthropic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
saeborn,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
smartClick,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
django-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ray-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
nextPolars,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xRay,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyScikitlearn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchaiin,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
dask-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openSetuptools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
slalchemy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartFastapi,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
deepMypy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastPydantic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xUvicorn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nlttk,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
plusKafka,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mlStatsmodels,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernStatsmodels,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
click-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
proAnthropic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
django4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohtatp,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperClick,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superPillow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boto3_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
proXgboost,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lback,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
hyperTransformers,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openScikitlearn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
django-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asycio,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
opencv3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
fastCatboost,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiStatsmodels,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyAiohttp,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernFlask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiPip,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillw,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
fastKafka,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiNumpy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pipFastapi,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mloflow,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pandas2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tensoriflow,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraPrecommit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poeetry,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
